research_rank,asset_id,ticker,company_name,exchange,cik,candidate_matrix_status,evidence_level,experimental_score,score_bucket,fundamentals_quality_score,growth_momentum_score,profitability_cashflow_score,price_momentum_trend_score,risk_liquidity_score,top_positive_drivers,top_risk_drivers,missing_reason,experimental_score_notes,scoring_calculated,ranking_calculated,recommendation_generated,phase
,U00480,BTTC,Black Titan Corp - Ordinary Shares,NASDAQ,0002034400,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,37.3301,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00481,BULL,Webull Corporation - Class A Ordinary Shares,NASDAQ,0001866364,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,28.3974,15.0,0.0,50.6668,33.67,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00484,BVC,BitVentures Limited - Ordinary Share,NASDAQ,0001785680,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,15.0,0.0,95.0,34.8174,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00488,BWEN,"Broadwind, Inc. - Common Stock",NASDAQ,0001120370,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,5.7184,0.0,84.8298,41.6,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00496,BYSI,"BeyondSpring, Inc. - Ordinary Shares",NASDAQ,0001677940,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,17.2462,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00501,CABA,"Cabaletta Bio, Inc. - Common Stock",NASDAQ,0001759138,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,41.0043,4.9302,0.0,81.2522,47.2151,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00502,CABR,"Caring Brands, Inc. - Common Stock",NASDAQ,0002020737,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,13.5298,0.0,48.2872,33.8433,positive price trend,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00505,CADL,"Candel Therapeutics, Inc. - Common Stock",NASDAQ,0001841387,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,33.491,15.0,0.0,95.0,46.4571,positive price trend; positive 12m momentum,high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00506,CAES,"Cantor Equity Partners VII, Inc. - Class A Ordinary Shares",NASDAQ,0002087965,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,100.0,limited positive signal detail,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00507,CAI,"Caris Life Sciences, Inc. - Common Stock",NASDAQ,0002019410,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,54.5865,15.0,56.7959,39.2134,38.4169,positive profitability/FCF signal,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00510,CALC,"CalciMedica, Inc. - Common Stock",NASDAQ,0001534133,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,15.0,0.0,50.615,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00515,CAPR,"Capricor Therapeutics, Inc. - Common Stock",NASDAQ,0001133869,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,0.0,0.0,40.68,33.3896,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00516,CAPS,Capstone Holding Corp. - Common Stock,NASDAQ,0000887151,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,27.7562,0.0,0.0,0.0,21.7866,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00518,CAR,"Avis Budget Group, Inc. - Common Stock",NASDAQ,0000723612,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,32.4833,13.2569,7.3704,34.784,35.0,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00521,CARL,"Carlsmed, Inc. - Common Stock",NASDAQ,0001794546,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,42.896,15.0,0.0,77.9783,49.56,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00525,CAST,"FreeCast, Inc. - Class A common stock",NASDAQ,0001633369,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,20.0,15.0,0.0,0.0,65.0,limited positive signal detail,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00529,CBC,"Central Bancompany, Inc. - Class A Common Stock",NASDAQ,0002065601,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,25.835,12.9491,0.0,19.6626,75.2997,limited positive signal detail,balance-sheet risk flag,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00532,CBK,"Commercial Bancgroup, Inc. - Common Stock",NASDAQ,0001981546,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,23.9848,13.018,0.0,45.4118,73.9784,positive price trend,balance-sheet risk flag,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00534,CBNK,"Capital Bancorp, Inc. - Common Stock",NASDAQ,0001419536,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,23.565,12.4858,0.0,63.98,64.8526,positive price trend; positive 12m momentum,balance-sheet risk flag,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00536,CBRS,Cerebras Systems Inc. - Class A Common Stock,NASDAQ,0002021728,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,20.0,1.4618,0.0,0.0,65.0,limited positive signal detail,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00539,CCAP,"Crescent Capital BDC, Inc. - Common Stock",NASDAQ,0001633336,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,34.1751,3.1729,0.0,5.0651,63.4641,limited positive signal detail,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00543,CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,NASDAQ,0001818201,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,75.0851,65.8341,74.8414,43.3812,53.7908,positive revenue growth; positive profitability/FCF signal; positive price trend,high 6m volatility; risk/liquidity component below 55,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00546,CCEC,Capital Clean Energy Carriers Corp. - Common Share,NASDAQ,0001392326,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,31.8712,7.1358,0.0,47.4559,62.4382,positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00548,CCG,Cheche Group Inc. - Class A Ordinary Shares,NASDAQ,0001965473,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,15.0,0.0,95.0,35.0,positive price trend; positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00549,CCHH,CCH Holdings Ltd - Class A Ordinary Shares,NASDAQ,0002074123,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,42.1051,15.0,5.699,13.7653,28.6567,limited positive signal detail,high 6m volatility; risk/liquidity component below 55,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00554,CCOI,"Cogent Communications Holdings, Inc. - Common Stock",NASDAQ,0001158324,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,0.0,18.1301,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00558,CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,NASDAQ,0002074973,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,45.0,14.3146,0.0,19.6447,59.4502,limited positive signal detail,high 6m volatility,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00563,CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,NASDAQ,0002079999,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,31.4543,0.0,0.0,14.929,26.6463,limited positive signal detail,high 6m volatility; risk/liquidity component below 55,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00566,CDT,CDT Equity Inc. - Common Stock,NASDAQ,0001896212,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,12.1361,0.0,0.0,15.0,limited positive signal detail,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00573,CELC,Celcuity Inc. - Common Stock,NASDAQ,0001603454,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,26.8968,9.7545,0.0,53.3664,37.3607,positive 12m momentum,balance-sheet risk flag; large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00576,CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",NASDAQ,0001187953,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,0.0,0.0,0.0,34.5831,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00577,CENN,Cenntro Inc. - Common Stock,NASDAQ,0001707919,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,37.7512,2.3684,0.0,0.0,33.3127,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00581,CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",NASDAQ,0002034267,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,5.3616,0.0,33.5837,97.0069,positive 12m momentum,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00582,CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",NASDAQ,0002027708,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,45.0,5.8526,0.0,44.4784,78.7295,positive price trend; positive 12m momentum,no dominant risk flag in tracked fields,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00583,CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",NASDAQ,0002089536,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,20.0,5.3398,0.0,9.2053,77.0498,limited positive signal detail,balance-sheet risk flag,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00584,CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",NASDAQ,0002034266,CANDIDATE_MATRIX_PARTIAL_PRICE,medium,,REVIEW_REQUIRED,45.0,5.4531,0.0,17.9774,98.7378,limited positive signal detail,no dominant risk flag in tracked fields,price_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00589,CEVA,"CEVA, Inc. - Common Stock",NASDAQ,0001173489,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,0.0,0.0,55.739,46.1084,positive 12m momentum,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
,U00595,CGC,Canopy Growth Corporation - Common Shares,NASDAQ,0001737927,CANDIDATE_MATRIX_PARTIAL_FUNDAMENTALS,medium,,REVIEW_REQUIRED,20.0,3.2692,0.0,11.098,52.2659,limited positive signal detail,large 12m drawdown; high 6m volatility; risk/liquidity component below 55,fundamental_features_missing_or_partial,"Research-only experimental score; not a recommendation, prediction, buy/sell/hold signal or financial advice.",true,true,false,v2.38K-us-experimental-scoring
